# timestamp tx ty tz qx qy qz qw
1403715290422142976 1.632773 1.550714 1.338446 0.35387 -0.75506 0.257486 0.488224
1403715290427143168 1.632503 1.548879 1.338976 0.354007 -0.7552 0.257655 0.487818
1403715290432142848 1.632238 1.547036 1.339493 0.354161 -0.755348 0.25782 0.48739
1403715290437143040 1.631974 1.545193 1.340002 0.354322 -0.755497 0.257932 0.486984
1403715290442142976 1.631705 1.543351 1.340509 0.354473 -0.755662 0.258012 0.486575
1403715290447143168 1.631434 1.541503 1.341023 0.35456 -0.755843 0.258099 0.486184
1403715290452142848 1.631259 1.539781 1.34157 0.354659 -0.755956 0.258198 0.485882
1403715290457143040 1.631003 1.537937 1.342107 0.354717 -0.75602 0.258373 0.485648
1403715290462142976 1.630736 1.536081 1.342657 0.354726 -0.756025 0.258614 0.485504
1403715290467143168 1.630454 1.534207 1.343211 0.354735 -0.755965 0.258896 0.485441
1403715290472142848 1.630164 1.532311 1.343771 0.354725 -0.755893 0.259196 0.485401
1403715290477143040 1.629872 1.530402 1.344333 0.354747 -0.755781 0.259481 0.485408
1403715290482142976 1.629577 1.528486 1.344879 0.354775 -0.755708 0.259732 0.485366
1403715290487142912 1.629274 1.52656 1.345414 0.354806 -0.755663 0.259956 0.485294
1403715290492142848 1.62896 1.524627 1.345939 0.354817 -0.755625 0.260163 0.485233
1403715290497143040 1.628637 1.522683 1.346453 0.354824 -0.755649 0.260315 0.485109
1403715290502142976 1.628396 1.520855 1.346987 0.354832 -0.755615 0.260468 0.485074
1403715290507142912 1.628081 1.518914 1.347493 0.354821 -0.755554 0.260653 0.485077
1403715290512142848 1.627757 1.516957 1.348001 0.354824 -0.755469 0.260857 0.485098
1403715290517143040 1.627421 1.514979 1.348515 0.354865 -0.75532 0.261035 0.485205
1403715290522142976 1.62707 1.512984 1.349018 0.354929 -0.755174 0.26118 0.485308
1403715290527142912 1.626701 1.510974 1.349504 0.354977 -0.755038 0.261307 0.485415
1403715290532143104 1.626313 1.508947 1.349983 0.355014 -0.754919 0.261358 0.485545
1403715290537143040 1.625918 1.506908 1.350452 0.355063 -0.754813 0.261389 0.485659
1403715290542143232 1.62552 1.504857 1.350913 0.3551 -0.754699 0.261449 0.485776
1403715290547142912 1.625118 1.502797 1.351371 0.355154 -0.754567 0.261512 0.485907
1403715290552143104 1.624797 1.500855 1.351862 0.355194 -0.754433 0.261621 0.486028
1403715290557143040 1.624406 1.498803 1.352333 0.355137 -0.754297 0.261805 0.486181
1403715290562142976 1.624008 1.496741 1.352814 0.355043 -0.754097 0.262022 0.486442
1403715290567142912 1.623607 1.494671 1.353293 0.354926 -0.753916 0.262255 0.486683
1403715290572143104 1.623206 1.492593 1.353779 0.354796 -0.753708 0.26249 0.486974
1403715290577143040 1.622801 1.490506 1.354268 0.354662 -0.753488 0.262721 0.487287
1403715290582142976 1.622391 1.488405 1.354753 0.354518 -0.753276 0.262982 0.48758
1403715290587142912 1.62198 1.48629 1.355233 0.35439 -0.753024 0.263275 0.487904
1403715290592143104 1.621575 1.484168 1.355695 0.354253 -0.752877 0.26356 0.488076
1403715290597143040 1.621176 1.482047 1.356132 0.354092 -0.752752 0.263879 0.488214
1403715290602142976 1.620861 1.480037 1.356586 0.353903 -0.752647 0.264169 0.488354
1403715290607142912 1.620485 1.477927 1.357 0.353718 -0.75263 0.264439 0.488368
1403715290612143104 1.620106 1.475815 1.357396 0.353534 -0.752616 0.264699 0.488383
1403715290617143040 1.619728 1.473701 1.357769 0.35338 -0.752689 0.264836 0.488308
1403715290622142976 1.619351 1.471579 1.358121 0.353263 -0.752757 0.264996 0.4882
1403715290627142912 1.618978 1.469444 1.358473 0.353125 -0.75279 0.265243 0.488115
1403715290632143104 1.618609 1.467297 1.358821 0.353005 -0.752814 0.265499 0.488026
1403715290637142784 1.618235 1.465139 1.359162 0.352859 -0.752804 0.265759 0.488006
1403715290642142976 1.617846 1.462974 1.359495 0.352698 -0.752789 0.265943 0.488044
1403715290647142912 1.617447 1.460805 1.359817 0.352544 -0.752769 0.26609 0.488107
1403715290652143104 1.617104 1.458735 1.360178 0.352383 -0.752749 0.26619 0.488199
1403715290657143040 1.616697 1.456585 1.360495 0.352245 -0.752617 0.266293 0.488445
1403715290662142976 1.616283 1.454429 1.360789 0.352171 -0.75248 0.266345 0.488683
1403715290667143168 1.615858 1.452261 1.36108 0.352137 -0.752337 0.266367 0.488915
1403715290672143104 1.615424 1.450089 1.361377 0.352105 -0.752174 0.266374 0.489185
1403715290677143040 1.614982 1.447917 1.361681 0.352039 -0.75204 0.266357 0.489447
1403715290682142976 1.614528 1.445738 1.361988 0.351933 -0.751842 0.266382 0.489814
1403715290687143168 1.614069 1.44354 1.362299 0.351814 -0.75166 0.266391 0.490174
1403715290692142848 1.613609 1.441324 1.362618 0.351708 -0.751469 0.266434 0.49052
1403715290697143040 1.613148 1.43909 1.362944 0.351618 -0.75124 0.266524 0.490886
1403715290702142976 1.612751 1.43693 1.363309 0.351535 -0.751011 0.266617 0.491244
1403715290707143168 1.612296 1.434695 1.363632 0.351454 -0.750787 0.266692 0.491604
1403715290712142848 1.611835 1.432449 1.36396 0.351358 -0.75059 0.266743 0.491946
1403715290717143040 1.61137 1.430203 1.364283 0.351284 -0.750355 0.266764 0.492346
1403715290722142976 1.610901 1.427963 1.364588 0.351221 -0.750156 0.266718 0.492719
1403715290727143168 1.610436 1.425729 1.36488 0.35118 -0.749968 0.266637 0.493078
1403715290732142848 1.609979 1.423495 1.365169 0.351155 -0.749768 0.266588 0.493427
1403715290737143040 1.609522 1.42125 1.365464 0.351121 -0.749536 0.26662 0.493787
1403715290742142976 1.609057 1.418998 1.365754 0.351068 -0.74927 0.266698 0.494186
1403715290747142912 1.60858 1.416753 1.366031 0.350971 -0.749097 0.266734 0.494498
1403715290752142848 1.608143 1.4146 1.366349 0.350836 -0.748927 0.266757 0.494837
1403715290757143040 1.607664 1.412374 1.366636 0.350637 -0.748779 0.266832 0.495161
1403715290762142976 1.607188 1.410136 1.366934 0.350422 -0.74862 0.266948 0.495491
1403715290767142912 1.606715 1.407889 1.367234 0.350228 -0.748424 0.267099 0.495844
1403715290772142848 1.606245 1.405636 1.367525 0.35006 -0.748279 0.267228 0.496112
1403715290777143040 1.605777 1.403373 1.367814 0.349925 -0.748078 0.267388 0.496423
1403715290782143232 1.605314 1.401101 1.368114 0.349771 -0.747884 0.267572 0.496725
1403715290787142912 1.604851 1.39883 1.368408 0.349589 -0.747726 0.267756 0.496992
1403715290792143104 1.604386 1.396561 1.368682 0.349379 -0.74764 0.267915 0.497184
1403715290797143040 1.603921 1.394298 1.368937 0.349143 -0.747605 0.26804 0.497335
1403715290802142976 1.603491 1.392122 1.369217 0.348924 -0.74759 0.268118 0.497467
1403715290807142912 1.603034 1.389879 1.369471 0.348751 -0.747581 0.268163 0.497578
1403715290812143104 1.602584 1.387616 1.369719 0.348625 -0.747525 0.268238 0.497711
1403715290817143040 1.602142 1.385332 1.36997 0.348512 -0.74752 0.268359 0.497732
1403715290822142976 1.601704 1.383042 1.37024 0.348362 -0.747455 0.268568 0.497821
1403715290827142912 1.601259 1.380759 1.370511 0.348152 -0.747397 0.268788 0.497936
1403715290832143104 1.600808 1.378482 1.370762 0.347913 -0.747394 0.268985 0.498003
1403715290837143040 1.600352 1.376206 1.370996 0.347689 -0.747413 0.269135 0.49805
1403715290842142976 1.599893 1.373928 1.371221 0.347463 -0.747487 0.269244 0.498036
1403715290847142912 1.599438 1.371649 1.371431 0.347243 -0.747518 0.269383 0.498068
1403715290852143104 1.599014 1.369433 1.371652 0.347054 -0.747596 0.269478 0.498031
1403715290857143040 1.598577 1.36716 1.371827 0.346872 -0.747702 0.269586 0.497941
1403715290862142976 1.59815 1.364883 1.371984 0.3467 -0.747848 0.269683 0.497789
1403715290867142912 1.597732 1.3626 1.372134 0.346529 -0.74797 0.269802 0.49766
1403715290872143104 1.597307 1.360313 1.372274 0.346383 -0.74807 0.269883 0.497568
1403715290877142784 1.596874 1.358026 1.372408 0.346276 -0.748199 0.269893 0.497443
1403715290882142976 1.596436 1.355739 1.372546 0.346173 -0.748259 0.269899 0.49742
1403715290887142912 1.596 1.353449 1.372693 0.346051 -0.748355 0.269844 0.497392
1403715290892143104 1.595565 1.351159 1.372843 0.34592 -0.748434 0.269783 0.497397
1403715290897142784 1.595129 1.348866 1.372987 0.345763 -0.748511 0.269742 0.497412
1403715290902142976 1.594708 1.346631 1.373167 0.345633 -0.748576 0.269707 0.497423
1403715290907143168 1.594282 1.344341 1.37331 0.345511 -0.748624 0.269713 0.497433
1403715290912143104 1.59386 1.342053 1.373449 0.34537 -0.748695 0.269745 0.497407
1403715290917143040 1.593445 1.339764 1.373574 0.345185 -0.748729 0.269838 0.497432
1403715290922142976 1.593038 1.337477 1.373693 0.344947 -0.748792 0.269922 0.497457
1403715290927143168 1.592638 1.335195 1.37381 0.344682 -0.748832 0.27002 0.497529
1403715290932142848 1.592245 1.332917 1.373922 0.344357 -0.748872 0.270151 0.497623
1403715290937143040 1.591865 1.33064 1.374032 0.344038 -0.748932 0.270286 0.49768
1403715290942142976 1.591501 1.328365 1.374135 0.343691 -0.748968 0.270528 0.497733
1403715290947143168 1.591144 1.326093 1.374223 0.343313 -0.749049 0.270804 0.497723
1403715290952142848 1.590789 1.323887 1.374326 0.342924 -0.74913 0.271062 0.497727
1403715290957143040 1.590431 1.321629 1.374402 0.342511 -0.749235 0.271289 0.497731
1403715290962142976 1.590073 1.319373 1.374479 0.342112 -0.749365 0.271461 0.497715
1403715290967143168 1.589715 1.317114 1.374547 0.341729 -0.749511 0.271606 0.497681
1403715290972142848 1.589353 1.314847 1.37461 0.341359 -0.74965 0.271766 0.497638
1403715290977143040 1.588985 1.312569 1.374685 0.341025 -0.749748 0.271964 0.497611
1403715290982142976 1.588614 1.310286 1.374778 0.340625 -0.749844 0.272233 0.497593
1403715290987142912 1.588235 1.308007 1.374884 0.340163 -0.749848 0.27259 0.497709
1403715290992142848 1.587847 1.305732 1.375002 0.339636 -0.749866 0.272936 0.497851
1403715290997143040 1.587451 1.303456 1.375121 0.339058 -0.749925 0.273295 0.497961
1403715291002142976 1.587036 1.301239 1.375252 0.338487 -0.75 0.273618 0.498055
1403715291007142912 1.586631 1.298973 1.375343 0.337951 -0.750111 0.273909 0.498092
1403715291012142848 1.58624 1.296708 1.375427 0.337467 -0.750202 0.274229 0.498108
1403715291017143040 1.585856 1.294446 1.375504 0.336953 -0.75033 0.274609 0.498055
1403715291022142976 1.585469 1.292184 1.375573 0.336453 -0.750457 0.274974 0.498
1403715291027142912 1.585078 1.289917 1.375644 0.335935 -0.75063 0.275305 0.497908
1403715291032143104 1.584683 1.287645 1.375724 0.335398 -0.750794 0.275631 0.497842
1403715291037143040 1.584285 1.285377 1.375804 0.334856 -0.750918 0.27597 0.497832
1403715291042143232 1.583886 1.283112 1.375888 0.334319 -0.751051 0.276285 0.497819
1403715291047142912 1.583486 1.280843 1.375984 0.333806 -0.751103 0.276635 0.497891
1403715291052143104 1.58307 1.27863 1.37612 0.333283 -0.751199 0.277015 0.497881
1403715291057143040 1.582658 1.276374 1.376209 0.332753 -0.751286 0.277419 0.497879
1403715291062142976 1.582239 1.27413 1.376267 0.332228 -0.751428 0.277751 0.497832
1403715291067142912 1.581816 1.271903 1.376295 0.33172 -0.751659 0.278006 0.497679
1403715291072143104 1.581386 1.269691 1.376301 0.331185 -0.751908 0.278258 0.497518
1403715291077143040 1.580951 1.267484 1.376295 0.330624 -0.752186 0.2785 0.497336
1403715291082142976 1.580511 1.265269 1.37629 0.330096 -0.752453 0.278775 0.49713
1403715291087142912 1.580062 1.263041 1.376308 0.329544 -0.75269 0.27915 0.496929
1403715291092143104 1.579601 1.260806 1.37635 0.329002 -0.752805 0.27956 0.496883
1403715291097143040 1.579123 1.258576 1.376404 0.328467 -0.752931 0.279877 0.496867
1403715291102142976 1.578604 1.256415 1.376498 0.327919 -0.753078 0.280049 0.496905
1403715291107142912 1.578086 1.254221 1.376555 0.327373 -0.753221 0.280197 0.496966
1403715291112143104 1.577563 1.252032 1.376602 0.326816 -0.753387 0.280392 0.496971
1403715291117143040 1.577047 1.249841 1.376638 0.326246 -0.753506 0.280717 0.496982
1403715291122142976 1.576541 1.247649 1.376659 0.325691 -0.753666 0.281085 0.496897
1403715291127142912 1.576034 1.245461 1.376671 0.325162 -0.753806 0.28146 0.496818
1403715291132143104 1.575514 1.243285 1.376679 0.324613 -0.753965 0.28179 0.496749
1403715291137142784 1.574983 1.241125 1.376681 0.324075 -0.754169 0.281994 0.496676
1403715291142142976 1.574447 1.238979 1.376682 0.323561 -0.754386 0.282127 0.496606
1403715291147142912 1.573907 1.236845 1.376696 0.323019 -0.754622 0.282278 0.496516
1403715291152143104 1.57334 1.234763 1.37677 0.322485 -0.754775 0.282463 0.496521
1403715291157143040 1.572786 1.232639 1.376834 0.321922 -0.754882 0.282737 0.496568
1403715291162142976 1.572233 1.230525 1.376903 0.321367 -0.754951 0.283055 0.496641
1403715291167143168 1.571676 1.228427 1.376962 0.32078 -0.755037 0.283382 0.496705
1403715291172143104 1.571109 1.226345 1.37701 0.320187 -0.755137 0.283641 0.496788
1403715291177143040 1.570529 1.224276 1.377039 0.319631 -0.755295 0.283805 0.496812
1403715291182142976 1.569939 1.222221 1.377053 0.319096 -0.755508 0.283886 0.496787
1403715291187143168 1.569337 1.220167 1.377056 0.318579 -0.755703 0.283937 0.496793
1403715291192142848 1.568724 1.218111 1.377059 0.318105 -0.755908 0.283961 0.49677
1403715291197143040 1.568105 1.216057 1.377061 0.317696 -0.756056 0.284011 0.496779
1403715291202142976 1.567447 1.214071 1.377068 0.31724 -0.756227 0.284096 0.496758
1403715291207143168 1.56681 1.212051 1.377046 0.31676 -0.756367 0.284209 0.496786
1403715291212142848 1.566159 1.210051 1.377008 0.316233 -0.756513 0.284314 0.496841
1403715291217143040 1.565493 1.208067 1.376957 0.315672 -0.756706 0.284374 0.496869
1403715291222142976 1.564816 1.206095 1.376895 0.315097 -0.756903 0.284404 0.496917
1403715291227143168 1.564132 1.204124 1.376828 0.314551 -0.757112 0.284428 0.496933
1403715291232142848 1.563441 1.202153 1.376753 0.314038 -0.75728 0.284511 0.496953
1403715291237143040 1.562748 1.20019 1.376664 0.313558 -0.757432 0.284603 0.496972
1403715291242142976 1.562054 1.198238 1.376557 0.313149 -0.757527 0.28467 0.497048
1403715291247142912 1.561356 1.196297 1.376438 0.312773 -0.757647 0.284675 0.497099
1403715291252142848 1.560599 1.194433 1.376353 0.312413 -0.757765 0.284558 0.497209
1403715291257143040 1.55986 1.192555 1.376224 0.312003 -0.757893 0.284427 0.497347
1403715291262142976 1.559106 1.190691 1.376078 0.311594 -0.758073 0.284227 0.497443
1403715291267142912 1.558349 1.188832 1.375919 0.311186 -0.758239 0.28409 0.497525
1403715291272142848 1.557591 1.186979 1.375746 0.31082 -0.758396 0.283961 0.497588
1403715291277143040 1.556832 1.185133 1.375553 0.310485 -0.758514 0.283868 0.497669
1403715291282143232 1.556063 1.1833 1.375344 0.310134 -0.758663 0.283789 0.497708
1403715291287142912 1.555281 1.181486 1.375121 0.309737 -0.758817 0.283694 0.497773
1403715291292143104 1.554491 1.179692 1.374885 0.309288 -0.759018 0.283559 0.497823
1403715291297143040 1.553694 1.177916 1.374644 0.308838 -0.759217 0.283394 0.497894
1403715291302142976 1.552835 1.176197 1.37445 0.308397 -0.759412 0.283185 0.497987
1403715291307142912 1.551997 1.174438 1.374226 0.308004 -0.759625 0.282984 0.498021
1403715291312143104 1.551151 1.172684 1.373993 0.307685 -0.75978 0.282765 0.498105
1403715291317143040 1.5503 1.17094 1.37374 0.307373 -0.759937 0.282553 0.498179
1403715291322142976 1.549438 1.169208 1.373477 0.307033 -0.76008 0.282366 0.498277
1403715291327142912 1.548563 1.16749 1.373221 0.306634 -0.760238 0.282202 0.498374
1403715291332143104 1.547679 1.165789 1.372969 0.306191 -0.760387 0.28205 0.498506
1403715291337143040 1.54678 1.164094 1.372719 0.305725 -0.760534 0.281895 0.498655
1403715291342142976 1.545864 1.162401 1.372469 0.30526 -0.760671 0.281758 0.498808
1403715291347142912 1.544938 1.160708 1.372216 0.304827 -0.760797 0.281627 0.498956
1403715291352143104 1.543956 1.159069 1.371987 0.304465 -0.760888 0.281409 0.499159
1403715291357143040 1.54301 1.157385 1.371713 0.304171 -0.760981 0.281185 0.499323
1403715291362142976 1.542052 1.155716 1.37141 0.303894 -0.761141 0.280915 0.4994
1403715291367142912 1.541084 1.154061 1.371084 0.303593 -0.761309 0.280621 0.499493
1403715291372143104 1.540107 1.152424 1.370737 0.303282 -0.761537 0.280284 0.499523
1403715291377142784 1.539126 1.150803 1.370366 0.302954 -0.761775 0.279992 0.499523
1403715291382142976 1.538145 1.149191 1.369985 0.302642 -0.762011 0.279707 0.499512
1403715291387142912 1.53717 1.147587 1.369598 0.302365 -0.762234 0.279432 0.499494
1403715291392143104 1.5362 1.145994 1.369213 0.302081 -0.762444 0.279178 0.499488
1403715291397142784 1.535224 1.144417 1.368834 0.301758 -0.762629 0.278928 0.499539
1403715291402142976 1.534181 1.14292 1.368496 0.301381 -0.762829 0.27865 0.499616
1403715291407143168 1.533181 1.141379 1.368119 0.300936 -0.763045 0.278458 0.499661
1403715291412143104 1.532181 1.139844 1.36773 0.300412 -0.763248 0.278369 0.499716
1403715291417143040 1.531179 1.138312 1.367338 0.299877 -0.763508 0.278316 0.49967
1403715291422142976 1.530171 1.136784 1.366952 0.299357 -0.763681 0.278322 0.499715
1403715291427143168 1.529155 1.135269 1.366561 0.298885 -0.763864 0.278221 0.499774
1403715291432142848 1.528122 1.133771 1.366157 0.298507 -0.764037 0.277955 0.499883
1403715291437143040 1.52707 1.132291 1.365746 0.2982 -0.764217 0.277554 0.500015
1403715291442142976 1.526008 1.130825 1.365329 0.29797 -0.764429 0.277044 0.500111
1403715291447143168 1.524937 1.129362 1.364901 0.297785 -0.764659 0.276512 0.500164
1403715291452142848 1.523801 1.127963 1.364484 0.297617 -0.764906 0.275957 0.500191
1403715291457143040 1.522709 1.126524 1.36403 0.297444 -0.765165 0.275481 0.50016
1403715291462142976 1.521609 1.125099 1.363569 0.29725 -0.765413 0.275012 0.500154
1403715291467143168 1.520491 1.123693 1.363109 0.297064 -0.765623 0.274528 0.500209
1403715291472142848 1.51936 1.1223 1.362656 0.29687 -0.765854 0.274016 0.500253
1403715291477143040 1.518218 1.120913 1.362213 0.296685 -0.766039 0.273515 0.500353
1403715291482142976 1.517072 1.119529 1.361772 0.296521 -0.766241 0.272994 0.500426
1403715291487142912 1.515918 1.11815 1.361319 0.296374 -0.766464 0.272481 0.500451
1403715291492142848 1.514755 1.116779 1.360842 0.296204 -0.76675 0.271971 0.500393
1403715291497143040 1.513587 1.115421 1.36033 0.296022 -0.767085 0.271442 0.500274
1403715291502142976 1.512364 1.11414 1.359823 0.29581 -0.767491 0.270882 0.500077
1403715291507142912 1.511184 1.112828 1.359261 0.295552 -0.767885 0.270406 0.499883
1403715291512142848 1.509999 1.111523 1.358704 0.295269 -0.768287 0.269937 0.499686
1403715291517143040 1.508813 1.110221 1.358168 0.294979 -0.768659 0.269479 0.499533
1403715291522142976 1.507622 1.108934 1.357647 0.294653 -0.768884 0.269113 0.499577
1403715291527142912 1.506418 1.107659 1.357145 0.294326 -0.769139 0.268736 0.49958
1403715291532143104 1.505203 1.106389 1.356654 0.293992 -0.769347 0.268394 0.499641
1403715291537143040 1.503976 1.105125 1.356152 0.293639 -0.769568 0.268064 0.499685
1403715291542143232 1.502741 1.103879 1.355618 0.293286 -0.769836 0.267717 0.499666
1403715291547142912 1.501505 1.102656 1.35506 0.292931 -0.770156 0.267338 0.499585
1403715291552143104 1.500214 1.101507 1.354537 0.292593 -0.770504 0.266887 0.499484
1403715291557143040 1.498954 1.100322 1.353986 0.292268 -0.770898 0.266465 0.499292
1403715291562142976 1.497678 1.099138 1.353446 0.29195 -0.771296 0.266041 0.49909
1403715291567142912 1.496394 1.097954 1.352921 0.291607 -0.771634 0.265687 0.498957
1403715291572143104 1.495101 1.096776 1.352407 0.291271 -0.77192 0.265364 0.498883
1403715291577143040 1.493794 1.095604 1.351904 0.290864 -0.772131 0.265113 0.498928
1403715291582142976 1.492474 1.09444 1.351407 0.290455 -0.772337 0.264816 0.499004
1403715291587142912 1.491138 1.093288 1.350901 0.290044 -0.772532 0.264496 0.499112
1403715291592143104 1.489792 1.092141 1.350382 0.289644 -0.772779 0.264146 0.499148
1403715291597143040 1.488437 1.090993 1.349851 0.289256 -0.77308 0.263811 0.499084
1403715291602142976 1.487035 1.089902 1.34934 0.288875 -0.77345 0.263468 0.498909
1403715291607142912 1.485661 1.088757 1.348782 0.288504 -0.773842 0.263195 0.498662
1403715291612143104 1.484283 1.087616 1.348211 0.28812 -0.774243 0.262952 0.49839
1403715291617143040 1.482894 1.086487 1.347642 0.28771 -0.77464 0.262714 0.498135
1403715291622142976 1.48148 1.085372 1.347082 0.28727 -0.775013 0.262447 0.497951
1403715291627142912 1.480045 1.084263 1.346531 0.286813 -0.775321 0.262164 0.497883
1403715291632143104 1.4786 1.083157 1.345988 0.286355 -0.775583 0.261895 0.497881
1403715291637142784 1.477152 1.082051 1.345456 0.285965 -0.775776 0.261641 0.497938
1403715291642142976 1.475697 1.08094 1.344936 0.285608 -0.775942 0.261428 0.497997
1403715291647142912 1.474224 1.079821 1.344423 0.285281 -0.776102 0.261243 0.498033
1403715291652143104 1.472695 1.07878 1.343956 0.284936 -0.776283 0.260994 0.498075
1403715291657143040 1.471177 1.077688 1.34343 0.284568 -0.7765 0.260776 0.498061
1403715291662142976 1.469642 1.076614 1.342881 0.284173 -0.776758 0.260532 0.498012
1403715291667143168 1.468096 1.075556 1.342309 0.283738 -0.777038 0.2603 0.497944
1403715291672143104 1.466541 1.074509 1.341727 0.2833 -0.777332 0.260098 0.497841
1403715291677143040 1.464985 1.073462 1.341151 0.282849 -0.777603 0.259974 0.49774
1403715291682142976 1.46342 1.072405 1.340587 0.282429 -0.777831 0.259896 0.497664
1403715291687143168 1.461836 1.071343 1.340039 0.28201 -0.778101 0.259789 0.497535
1403715291692142848 1.460236 1.070293 1.339498 0.281614 -0.778335 0.259642 0.49747
1403715291697143040 1.458622 1.069261 1.338954 0.281261 -0.778595 0.259385 0.497398
1403715291702142976 1.456962 1.068315 1.338446 0.280979 -0.778841 0.258956 0.497393
1403715291707143168 1.455307 1.067305 1.337919 0.280744 -0.779073 0.258557 0.49737
1403715291712142848 1.453636 1.066289 1.337407 0.280551 -0.779278 0.258157 0.497366
1403715291717143040 1.451955 1.065267 1.33691 0.280385 -0.779439 0.257759 0.497413
1403715291722142976 1.450257 1.064246 1.336428 0.280243 -0.779563 0.257345 0.497514
1403715291727143168 1.448537 1.063231 1.335968 0.2801 -0.77967 0.256909 0.497652
1403715291732142848 1.446805 1.062222 1.335521 0.279945 -0.77977 0.256434 0.497828
1403715291737143040 1.445066 1.061209 1.335069 0.279823 -0.779858 0.255905 0.498032
1403715291742142976 1.443321 1.060195 1.334601 0.27973 -0.779955 0.255363 0.49821
1403715291747142912 1.441575 1.059184 1.33411 0.279666 -0.780044 0.254854 0.498368
1403715291752142848 1.439802 1.058262 1.33364 0.27965 -0.78016 0.254257 0.498497
1403715291757143040 1.438038 1.057279 1.333145 0.279657 -0.780262 0.253725 0.498606
1403715291762142976 1.436261 1.0563 1.332647 0.279687 -0.780365 0.253149 0.49872
1403715291767142912 1.434473 1.055321 1.332147 0.279758 -0.780474 0.252516 0.498831
1403715291772142848 1.432674 1.054343 1.331649 0.279836 -0.780582 0.251883 0.498939
1403715291777143040 1.430862 1.053368 1.33116 0.279924 -0.780683 0.25124 0.499057
1403715291782143232 1.429041 1.052399 1.330685 0.279983 -0.78075 0.250627 0.499227
1403715291787142912 1.42721 1.051432 1.330217 0.27998 -0.780799 0.250084 0.499424
1403715291792143104 1.425362 1.050458 1.329752 0.279899 -0.780838 0.249639 0.499633
1403715291797143040 1.423498 1.049477 1.32929 0.27976 -0.780832 0.249287 0.499895
1403715291802142976 1.4216 1.048574 1.328877 0.279659 -0.780843 0.24883 0.500159
1403715291807142912 1.419706 1.047609 1.328422 0.279622 -0.780797 0.248373 0.500478
1403715291812143104 1.417801 1.046651 1.327971 0.279691 -0.780731 0.247783 0.500836
1403715291817143040 1.415884 1.045701 1.327523 0.279852 -0.780644 0.247073 0.501233
1403715291822142976 1.413952 1.044757 1.327069 0.280118 -0.78054 0.246257 0.501648
1403715291827142912 1.41201 1.043822 1.326597 0.280408 -0.780449 0.245396 0.50205
1403715291832143104 1.41006 1.042893 1.326106 0.280721 -0.780388 0.244488 0.502414
1403715291837143040 1.408098 1.041959 1.325593 0.281038 -0.780358 0.243568 0.502732
1403715291842142976 1.406119 1.041015 1.325073 0.281384 -0.780343 0.242651 0.503005
1403715291847142912 1.404129 1.040059 1.324556 0.28174 -0.7803 0.241775 0.503296
1403715291852143104 1.402111 1.039173 1.324082 0.282087 -0.780235 0.240881 0.503624
1403715291857143040 1.400098 1.038213 1.323581 0.282418 -0.780136 0.240094 0.503968
1403715291862142976 1.398078 1.03725 1.323071 0.282714 -0.78004 0.239347 0.504307
1403715291867142912 1.396042 1.036293 1.322551 0.283004 -0.779934 0.238601 0.504661
1403715291872143104 1.393991 1.035344 1.32202 0.283247 -0.77983 0.237821 0.505055
1403715291877142784 1.391931 1.0344 1.321472 0.283509 -0.779742 0.236978 0.505441
1403715291882142976 1.389865 1.033453 1.320917 0.283785 -0.77969 0.236116 0.50577
1403715291887142912 1.387801 1.032491 1.320355 0.2841 -0.77966 0.23529 0.506026
1403715291892143104 1.38574 1.031511 1.319785 0.28445 -0.779638 0.234518 0.506223
1403715291897142784 1.383681 1.030526 1.319209 0.284783 -0.779605 0.233806 0.506416
1403715291902142976 1.381598 1.029635 1.31865 0.285123 -0.779517 0.233038 0.506706
1403715291907143168 1.379515 1.028677 1.31808 0.285399 -0.779422 0.23234 0.507019
1403715291912143104 1.377414 1.027715 1.317516 0.285639 -0.779324 0.231619 0.507364
1403715291917143040 1.375303 1.026754 1.316942 0.285834 -0.779243 0.230924 0.507696
1403715291922142976 1.373193 1.025793 1.316346 0.286022 -0.779197 0.230264 0.507962
1403715291927143168 1.371087 1.024821 1.315726 0.286192 -0.779184 0.229704 0.508139
1403715291932142848 1.368984 1.023832 1.315081 0.286372 -0.779204 0.229233 0.50822
1403715291937143040 1.366884 1.022829 1.314419 0.286542 -0.779279 0.228814 0.508199
1403715291942142976 1.364779 1.021817 1.313741 0.286647 -0.779369 0.228496 0.508145
1403715291947143168 1.362659 1.020798 1.313071 0.286688 -0.779448 0.228229 0.50812
1403715291952142848 1.360506 1.019862 1.312435 0.286653 -0.779521 0.227897 0.508173
1403715291957143040 1.358363 1.018852 1.311809 0.286616 -0.779552 0.22761 0.508275
1403715291962142976 1.356208 1.017835 1.311195 0.286564 -0.779534 0.227325 0.508459
1403715291967143168 1.354049 1.01681 1.310574 0.286568 -0.779506 0.227022 0.508635
1403715291972142848 1.351898 1.015779 1.309941 0.286652 -0.779476 0.226667 0.508793
1403715291977143040 1.349753 1.014743 1.309292 0.286792 -0.779447 0.226302 0.508921
1403715291982142976 1.347609 1.013707 1.308632 0.286953 -0.779461 0.225911 0.508983
1403715291987142912 1.345462 1.012674 1.307971 0.287115 -0.779494 0.225463 0.50904
1403715291992142848 1.343314 1.011642 1.307307 0.287287 -0.77954 0.225009 0.509073
1403715291997143040 1.341176 1.010609 1.306636 0.287438 -0.779608 0.224563 0.509081
1403715292002142976 1.339022 1.009661 1.305959 0.287603 -0.779682 0.224042 0.509103
